Pseudomonas aeruginosa PAO1 (Reference)
Pseudomonas aeruginosa CF77
Pseudomonas aeruginosa CF18
Pseudomonas aeruginosa BL09
Pseudomonas aeruginosa BWHPSA022
Pseudomonas aeruginosa BL05
Pseudomonas aeruginosa WS136
Pseudomonas aeruginosa M8A.4
Pseudomonas aeruginosa BWHPSA025
Pseudomonas aeruginosa BWHPSA001
Pseudomonas aeruginosa AZPAE14817
Pseudomonas aeruginosa AZPAE14379
Pseudomonas aeruginosa AZPAE12151
Pseudomonas aeruginosa M8A.2
Pseudomonas aeruginosa BWHPSA028
Pseudomonas aeruginosa AZPAE15026
Pseudomonas aeruginosa AZPAE14538
Pseudomonas aeruginosa SCV20265
Pseudomonas aeruginosa PA14
Pseudomonas aeruginosa MTB-1
Pseudomonas aeruginosa M8A.3
Pseudomonas aeruginosa LESlike5
Pseudomonas aeruginosa C48
Pseudomonas aeruginosa C23
Pseudomonas aeruginosa C20
Pseudomonas aeruginosa BWHPSA024
Pseudomonas aeruginosa BL02
Pseudomonas aeruginosa AZPAE15022
Pseudomonas aeruginosa BWHPSA023
Pseudomonas aeruginosa BWHPSA005
Pseudomonas aeruginosa BWH053
Pseudomonas aeruginosa AZPAE14395
Pseudomonas aeruginosa M18
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_36_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_33_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_31_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_26_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_20_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_14_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_13_a1
Pseudomonas aeruginosa BL03
Pseudomonas aeruginosa AZPAE14963
Pseudomonas aeruginosa AZPAE14693
Pseudomonas aeruginosa AZPAE14404
Pseudomonas aeruginosa PS75
Pseudomonas aeruginosa PAO579
Pseudomonas aeruginosa LESlike7
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_7_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_6_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_40_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_39_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_38_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_37_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_34_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_32_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_30_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_29_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_28_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_27_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_24_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_22_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_21_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_1_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_18_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_17_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_11_a1
Pseudomonas aeruginosa PAO1H2O
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_8_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_5_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_3_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_35_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_2_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_15_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_10_a1
Pseudomonas aeruginosa LESB65
Pseudomonas aeruginosa BL22
Pseudomonas aeruginosa YL84
Pseudomonas aeruginosa Pae_CF67.10q
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_4_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_25_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_23_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_19_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_16_a1
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_12_a1
Pseudomonas aeruginosa BWH060
Pseudomonas aeruginosa BL07
Pseudomonas aeruginosa Pae_CF67.11p
Pseudomonas aeruginosa LES_CF_sputum_CF03_contigs_9_a1
Pseudomonas aeruginosa LESB58 
Pseudomonas aeruginosa AZPAE14980
Pseudomonas aeruginosa AZPAE14453
Pseudomonas aeruginosa PAO581
Pseudomonas aeruginosa BWHPSA010
Pseudomonas aeruginosa BWHPSA011
Pseudomonas aeruginosa BL08
Pseudomonas aeruginosa AZPAE12140
Pseudomonas aeruginosa 6077
Pseudomonas aeruginosa 3577
Pseudomonas aeruginosa BL20
Pseudomonas aeruginosa MH27
Pseudomonas aeruginosa LESlike4
Pseudomonas aeruginosa BWHPSA038
Pseudomonas aeruginosa BL13
Pseudomonas aeruginosa AZPAE14935
Pseudomonas aeruginosa LES400
Pseudomonas aeruginosa BWH050
Pseudomonas aeruginosa BWH030
Pseudomonas aeruginosa U2504
Pseudomonas aeruginosa AZPAE14842
Pseudomonas aeruginosa LES431
Pseudomonas aeruginosa JJ692
Pseudomonas aeruginosa MRSN 317
Pseudomonas aeruginosa B136-33
Pseudomonas aeruginosa 9BR
Pseudomonas aeruginosa BL14
Pseudomonas aeruginosa AZPAE14373
Pseudomonas aeruginosa NCGM2.S1
Pseudomonas aeruginosa BL15
Pseudomonas aeruginosa AZPAE12153
Pseudomonas aeruginosa AZPAE14825
Pseudomonas aeruginosa BL17
Pseudomonas aeruginosa AZPAE12148
Pseudomonas denitrificans 148_PDEN
Pseudomonas aeruginosa LESlike1
Pseudomonas aeruginosa BWHPSA006
Pseudomonas aeruginosa 19BR
Pseudomonas aeruginosa CF5
Pseudomonas aeruginosa BWHPSA003
Pseudomonas aeruginosa NCGM1984
Pseudomonas aeruginosa BWHPSA013
Pseudomonas denitrificans 466_PDEN
Pseudomonas aeruginosa AZPAE12145
Pseudomonas aeruginosa NCGM1900
Pseudomonas aeruginosa HB15
Pseudomonas aeruginosa PAG
Pseudomonas aeruginosa AZPAE15065
Pseudomonas aeruginosa AZPAE12417
Pseudomonas aeruginosa BWH029
Pseudomonas aeruginosa BWHPSA008
Pseudomonas aeruginosa AZPAE15017
Pseudomonas aeruginosa RP73
Pseudomonas aeruginosa MH19
Pseudomonas aeruginosa JMM
Pseudomonas aeruginosa NCAIM B.001380
Pseudomonas aeruginosa BWHPSA043
Pseudomonas aeruginosa AZPAE13757
Pseudomonas aeruginosa DK2
Pseudomonas aeruginosa BWHPSA026
Pseudomonas aeruginosa MRSN 20176
Pseudomonas aeruginosa AZPAE14877
Pseudomonas aeruginosa FRD1 - Assembly GCF_000829885.1
Pseudomonas aeruginosa PADK2_CF510
Pseudomonas aeruginosa AZPAE15033
Pseudomonas aeruginosa 39016
Pseudomonas aeruginosa VRFPA04
Pseudomonas aeruginosa CF_PA39
Pseudomonas aeruginosa BWHPSA042
Pseudomonas aeruginosa BWHPSA048
